flow_duration,fwd_pkt_count,bwd_pkt_count,mean_pkt_size,iat_mean,pps,flood_score,mac_fill,new_mac_rate,syn_count,label
34.88,0,5821,1508.63,0.001118,894.13,0.125,0.002,0.15,0,DoS
34.88,0,5821,1508.63,0.001118,894.13,0.125,0.002,0.15,0,DoS
34.88,0,5821,1508.63,0.001118,894.13,0.125,0.002,0.15,0,DoS
34.91,0,5970,1508.14,0.001118,894.45,0.375,0.002,0.15,0,DoS
34.91,0,5970,1508.14,0.001118,894.45,0.375,0.002,0.15,0,DoS
34.91,0,5970,1508.14,0.001118,894.45,0.375,0.002,0.15,0,DoS
34.91,0,5970,1508.14,0.001118,894.45,0.375,0.002,0.15,0,DoS
34.91,0,5970,1508.14,0.001118,894.45,0.375,0.002,0.15,0,DoS
34.91,0,5970,1508.14,0.001118,894.45,0.375,0.002,0.15,0,DoS
34.88,0,5950,1508.21,0.001118,894.18,0.0,0.002,0.15,0,DoS
34.88,0,5950,1508.21,0.001118,894.18,0.0,0.002,0.15,0,DoS
34.88,0,5950,1508.21,0.001118,894.18,0.0,0.002,0.15,0,DoS
34.88,0,5950,1508.21,0.001118,894.18,0.0,0.002,0.15,0,DoS
34.88,0,5950,1508.21,0.001118,894.18,0.0,0.002,0.15,0,DoS
34.88,0,5950,1508.21,0.001118,894.18,0.0,0.002,0.15,0,DoS
34.88,0,5950,1508.21,0.001118,894.18,0.0,0.002,0.15,0,DoS
29.97,0,5830,1508.8,0.001119,893.82,0.25,0.002,0.15,0,DoS
29.97,0,5830,1508.8,0.001119,893.82,0.25,0.002,0.15,0,DoS
29.97,0,5830,1508.8,0.001119,893.82,0.25,0.002,0.15,0,DoS
29.97,0,5830,1508.8,0.001119,893.82,0.25,0.002,0.15,0,DoS
29.97,0,5830,1508.8,0.001119,893.82,0.25,0.002,0.15,0,DoS
29.97,0,5830,1508.8,0.001119,893.82,0.25,0.002,0.15,0,DoS
34.88,0,4764,1507.89,0.001118,894.76,0.0,0.002,0.19,0,DoS
34.88,0,4764,1507.89,0.001118,894.76,0.0,0.002,0.19,0,DoS
34.88,0,4764,1507.89,0.001118,894.76,0.0,0.002,0.19,0,DoS
34.88,0,4764,1507.89,0.001118,894.76,0.0,0.002,0.19,0,DoS
34.88,0,4764,1507.89,0.001118,894.76,0.0,0.002,0.19,0,DoS
34.88,0,4764,1507.89,0.001118,894.76,0.0,0.002,0.19,0,DoS
34.88,0,5887,1507.58,0.001118,894.62,0.25,0.002,0.15,0,DoS
34.88,0,5887,1507.58,0.001118,894.62,0.25,0.002,0.15,0,DoS
34.88,0,5887,1507.58,0.001118,894.62,0.25,0.002,0.15,0,DoS
34.88,0,5887,1507.58,0.001118,894.62,0.25,0.002,0.15,0,DoS
34.88,0,5887,1507.58,0.001118,894.62,0.25,0.002,0.15,0,DoS
34.88,0,5887,1507.58,0.001118,894.62,0.25,0.002,0.15,0,DoS
34.88,0,5887,1507.58,0.001118,894.62,0.25,0.002,0.15,0,DoS
34.91,0,5845,1508.65,0.001118,894.28,0.25,0.002,0.15,0,DoS
34.91,0,5845,1508.65,0.001118,894.28,0.25,0.002,0.15,0,DoS
34.91,0,5845,1508.65,0.001118,894.28,0.25,0.002,0.15,0,DoS
